Título,Autor,Portada,Páginas,Fecha de publicación,Sinopsis,URL,Colección
Elegías de Duino; Los Sonetos a Orfeo,Rainer Mª Rilke,https://www.catedra.com/imagenes/libros/grande/9788437606873-elegias-de-duino-los-sonetos-a-orfeo.jpg,248,05/11/2004,"""Elegías de Duino"" es la obra más importante de Rilke. Suma poética articulada y completa, constituye su itinerario poético concluido, la aventura de la interiorización de la realidad entera. ""Los Sonetos a Orfeo"" son una especie de apéndice de las ""Elegías"". Con la misma temática y centrados en la figura de Orfeo, hacen de este mito una espléndida metáfora para plasmar el ideario de las ""Elegías"".",https://www.catedra.com/libro/letras-universales/elegias-de-duino-los-sonetos-a-orfeo-rainer-ma-rilke-9788437606873/,Letras Universales
¿Quién teme a Virginia Woolf?,Edward Albee,https://www.catedra.com/imagenes/libros/grande/9788437615073-quien-teme-a-virginia-woolf.jpg,240,12/07/2019,"Estrenada en Broadway en 1962 cosechó un gran éxito de crítica y público. Albee disecciona en ella dos matrimonios para contar las mentiras en las que se basan. La conclusión es que el engaño no es solo un problema individual, sino un mal nacional.",https://www.catedra.com/libro/letras-universales/quien-teme-a-virginia-woolf-edward-albee-9788437615073/,Letras Universales
Simplicius Simplicissimus,Jacob Christoph von Grimmelshausen,https://www.catedra.com/imagenes/libros/grande/9788437605777-simplicius-simplicissimus.jpg,496,05/10/2004,"H. J. CH. von Grimmelshausen (1621? - 1676) nació en una villa en la ruta entre Frankfurt y Leipzig, al comienzo de la Guerra de los Treinta Años. Es el autor más prolífico del barroco alemán, pero habría bastado con esta novela para labrar su fama.
""Simplicius Simplicissimus"" es un monumento de la literatura universal, una obra difícilmente clasificable (¿novela, picaresca, didáctica, autobiográfica?) donde brilla la razón barroca entre el estruendo de las armas. Esta primera traducción íntegra a nuestra lengua constituye todo un acontecimiento.",https://www.catedra.com/libro/letras-universales/simplicius-simplicissimus-jacob-christoph-von-grimmelshausen-9788437605777/,Letras Universales
La ilustre casa de Ramires,José Maria Eça de Queiroz,https://www.catedra.com/imagenes/libros/grande/9788437621845-la-ilustre-casa-de-ramires.jpg,464,27/09/2004,,https://www.catedra.com/libro/letras-universales/la-ilustre-casa-de-ramires-jose-maria-eca-de-queiroz-9788437621845/,Letras Universales
El cuento del cortador de bambú,Anónimo,https://www.catedra.com/imagenes/libros/grande/9788437621838-el-cuento-del-cortador-de-bambu.jpg,272,08/09/2004,"""Taketori Monogatari"" o ""El cuento del cortador de bambú"" se considera la obra que inaugura la larga y rica historia de la literatura de ficción en Japón. Su aparición se sitúa en una época en la que las letras autóctonas de Japón llamadas ""kana"" llegaron a su difusión definitiva entre los intelectuales del país. Hablamos del siglo IX, cuando la mayoría de los países del mundo todavía no disfrutaban de una literatura escrita. Obra anónima, cuya autoría ha generado diversas teorías entre los estudiosos de la literatura clásica japonesa, calificada por la dama Murasaki, autora del universalmente conocido ""Cuento de Genji"", como el ""ancestro de todos los «monogatari»"" (""cuento"", ""relato"", ""historia"").
""El cuento del cortador de bambú"" es una creación de un autor concreto que busca la creación artística y que quiso dejar claro su mensaje a través de un lenguaje personal. Este relato constituye un material interesante para atestiguar el problema de las formas literarias en la literatura japonesa y su interrelación y desarrollo. Deja entrever los prototipos de cuentos y leyendas tradicionales que constituyen su marco fundamental. La historia de la princesa que vino de la Luna ha sobrevivido hasta nuestros días como uno de los cuentos populares favoritos de la población japonesa.",https://www.catedra.com/libro/letras-universales/el-cuento-del-cortador-de-bambu-anonimo-9788437621838/,Letras Universales
"Bartleby, el escribiente; Benito Cereno; Billy Budd",Herman Melville,https://www.catedra.com/imagenes/libros/grande/9788437606545-bartleby-el-escribiente-benito-cereno-billy-budd.jpg,312,07/07/2004,"Herman Melville (1819-1891) diseñó personajes y situaciones que funcionan en diversos planos literarios y alegóricos, filosóficos y realistas. Dentro de su narrativa, las tres obras conjugan magistralmente algunos de los elementos más característicos de su estilo: la omnisciencia del narrador, las perspectivas contrastadas y las bruscas rupturas formales. Todo ello se combina en un modelo único de indagación metafísica sobre los efectos aniquiladores para el ser humano de la opresión y el aislamiento.",https://www.catedra.com/libro/letras-universales/bartleby-el-escribiente-benito-cereno-billy-budd-herman-melville-9788437606545/,Letras Universales
Seis personajes en busca de autor; Cada cual a su manera; Esta noche se improvisa,Luigi Pirandello,https://www.catedra.com/imagenes/libros/grande/9788437611372-seis-personajes-en-busca-de-autor-cada-cual-a-su-manera-esta-noche-se-improvisa.jpg,344,14/06/2004,"Pirandello supo romper con el teatro naturalista de la época y marcó una nueva línea en la manera de concebir el teatro. En la edición definitiva de su teatro, de la que él mismo se encargó, reunió en el primer volumen tres obras unificadas bajo la etiqueta de ""teatro en el teatro"". Son éstas las tres obras incluidas en esta edición.",https://www.catedra.com/libro/letras-universales/seis-personajes-en-busca-de-autor-cada-cual-a-su-manera-esta-noche-se-improvisa-luigi-pirandello-9788437611372/,Letras Universales
Odas y Epodos,Horacio,https://www.catedra.com/imagenes/libros/grande/9788437608860-odas-y-epodos.jpg,472,08/06/2004,"Quinto Horacio Flaco, el gran poeta de Roma, es modelo y punto de referencia de las generaciones siguientes. Su obra nos revela en igual medida un testimonio histórico concreto y un paradigma artístico de alcance universal. Las ""Odas"" y los ""Epodos"" de Horacio pueden integrarse, desde el punto de vista de la teoría moderna, en el ámbito de la poesía lírica. Sin embargo, mientras las ""Odas"" siguen el modelo de Alceo, Safo, Anacreonte y Píndaro, los ""Epodos"" pueden considerarse como una poetización del insulto, aunque éste quede a veces en un segundo plano.",https://www.catedra.com/libro/letras-universales/odas-y-epodos-horacio-9788437608860/,Letras Universales
Los viajes del buen doctor Can,Liu E,https://www.catedra.com/imagenes/libros/grande/9788437621487-los-viajes-del-buen-doctor-can.jpg,392,25/05/2004,"Liu E, el autor de «Los viajes del buen doctor Can», es un personaje fascinante, reflejo inigualable de la China bulliciosa y cansina que a finales del siglo XIX se halla inmersa en uno de los momentos más decisivos de su milenaria historia. Acercarse a su vida y a su personalidad es conocer los intentos desesperados de un hombre y de un país por encontrar su destino, por descubrir su futuro sin abandonar definitivamente el pasado. Liu E supo estar a la altura de las circunstancias, manteniendo su integridad y honradez en el contexto de corrupción, provincianismo, y desmoralización que asolaron gran parte de la sociedad china de aquellos años.
«Los viajes del buen doctor Can», escrita entre 1903 y 19004, es el testimonio de una época y de un país a las puertas del siglo XX, sin duda uno de los más importantes de su historia. El viajero es el hilo conductor de la novela y de sus distintos episodios. Bajo su crítica y aguda mirada desfilan los corruptos funcionarios de finales del periodo Qing, pero también sus excelentes descripciones de paisaje y música. Seguir al doctor Can en sus andanzas y aventuras por esa China de los albores del siglo XX es adentrarnos en un mundo fascinante con sus miserias y grandezas, sus luces y sus sombras, real e imaginario, pero por encima de todo humano.",https://www.catedra.com/libro/letras-universales/los-viajes-del-buen-doctor-can-liu-e-9788437621487/,Letras Universales
Poesías,Mihail Eminescu,https://www.catedra.com/imagenes/libros/grande/9788437621333-poesias.jpg,528,18/05/2004,"Mihail Eminescu nace a mediados del siglo XIX en el norte de la actual Rumanía, en Moldavia, y nuere en 1889, a los treinta y tres años. En su corta vida participó, en primera persona, en una de las épocas más trascendentales para la historia de su país: los años de la unidad lingüística, cultural, económica y social, que tendrán su reconocimiento en su unidad e independencia política en 1877. Poesía y política, literatura y periodismo son actividades unidas en la obra de Eminescu.
En enero de 1884 se publica en Bucarest un libro con el título «Poesías de Mihail Eminescu». Se recogían por primera vez, en un volumen, sesenta y cuatro composiciones poéticas, de uno de los escritores más admirados y criticados de la época. Esta edición ofrece por primera vez en español los poemas que formaron parte de esa primera edición de sus poesías.",https://www.catedra.com/libro/letras-universales/poesias-mihail-eminescu-9788437621333/,Letras Universales
Fausto,Christopher Marlowe,https://www.catedra.com/imagenes/libros/grande/9788437604725-fausto.jpg,192,29/03/2004,"Christopher Marlowe (Cambridge, 1564) falleció a los veintinueve años dejando escritos siete dramas. Su vida fue turbulenta, y con las conjeturas sobre sus puntos oscuros se podrían llenar volúmenes. Fue acusado de blasfemo, ateo y homosexual. Tuvo un fin trágico.
A partir del personaje histórico de Jorge Fausto se crearon diversas leyendas que pasaron a la imprenta en 1587. Inmediatamente traducidas al inglés, sirvieron de inspiración al joven Marlowe, con lo que empezó la serie literaria de lo que había de constituir uno de los mitos de nuestra era: el sueño renacentista del hombre universal.",https://www.catedra.com/libro/letras-universales/fausto-christopher-marlowe-9788437604725/,Letras Universales
La tentación de San Antonio,Gustave Flaubert,https://www.catedra.com/imagenes/libros/grande/9788437621166-la-tentacion-de-san-antonio.jpg,224,25/02/2004,"Entre todos los libros de Flaubert, ""La tentación de San Antonio"" es el que mejor expresa la naturaleza profunda del escritor. Esta obra le acompañó toda su vida, pues hizo de ella tres versiones. El tema de la prueba de fuerza con el Diablo le obsesionó desde su juventud, y concibió la idea de escribir este drama filosófico, poema fantástico de personaje único y de múltiples manifestaciones, en sus años de colegial en Rouen.
Flaubert concibe en esta obra el mundo como un infierno y un vasto teatro, en el que se suceden las apariciones infernales. Igual que Dante, guiado por Virgilio, recorría los círculos del infierno, Antonio, llevado por el demonio, se desplaza en sueños por el espacio. Los nueve círculos del infierno dantesco aparecen aquí en forma de las tentaciones que se suceden, figuras demoniacas de los propios deseos del ermitaño, avivadas por la curiosidad intelectual.",https://www.catedra.com/libro/letras-universales/la-tentacion-de-san-antonio-gustave-flaubert-9788437621166/,Letras Universales
Jonathan Wild,Henry Fielding,https://www.catedra.com/imagenes/libros/grande/9788437621340-jonathan-wild.jpg,344,25/02/2004,"Cuando Henry Fielding publica «Jonathan Wild» en 1743, el autor era ya uno de los hombres de letras más reconocidos, admirados, odiados y polémicos de su tiempo, a pesar de que su carrera como novelista había comenzado tan sólo dos años antes. La posterior publicación de «Tom Jones», su obra maestra, consolidó a Fielding como uno de los grandes autores de prosa de ficción de su época, convirtiéndole en uno de los padres de la novela inglesa del XVIII y de la novela realista europea.
El Fielding vividor y optimista que escribió en sus novelas cantos llenos de perspicacia e inteligencia a la alegría de vivir, con una franqueza sexual tachada frecuentemente de inmoral, muestra en «Jonathan Wild» su vena más cínica, pesimista e irónica sobre la naturaleza humana. Su mensaje final resuena, desgraciadamente, lleno de vigente actualidad: la satisfacción de ser ""grande"" no emana de los resultados materiales de dicha grandeza, sino del mero orgullo de saberse superior o distinto a los demás.",https://www.catedra.com/libro/letras-universales/jonathan-wild-henry-fielding-9788437621340/,Letras Universales
La ronda; Anatol; Ensayos y aforismos,Arthur Schnitzler,https://www.catedra.com/imagenes/libros/grande/9788437614816-la-ronda-anatol-ensayos-y-aforismos.jpg,384,19/02/2004,"Esta edición recoge dos ciclos de escenas, ""La ronda"" y ""Anatol"", y una selección de ensayos y aforismos. ""La ronda"" (1903) es un ciclo de escenas dramáticas, breves y rápidas que, concebidas como un corro o danza con cambio de pareja, se ejecutan al ritmo del sexo. En ""Anatol"", ciclo de escenas aparecidas entre 1889 y 1892, el autor da vida a una figura que es el trasunto literario de su propia personalidad y  hace del personaje el epónimo de una época en la que abunda el ""tipo de hombre"" de mundo. Los ""Ensayos y aforismos"" son una fecunda reflexión sobre las situaciones, experiencias y problemas que la vida le fue deparando.",https://www.catedra.com/libro/letras-universales/la-ronda-anatol-ensayos-y-aforismos-arthur-schnitzler-9788437614816/,Letras Universales
Canciones y sonetos,John Donne,https://www.catedra.com/imagenes/libros/grande/9788437614663-canciones-y-sonetos.jpg,304,11/02/2004,"John Donne pertenece a esa categoría de escritores ingleses que durante los siglos XVI y XVII, al no escribir por dinero, declinaban publicar sus escritos, siendo finalmente publicada su obra en ediciones no autorizadas o despues de su muerte. En el caso de Donne, fue su hijo quien publicó la mayoría de su obra tras su muerte. El texto de esta edición cuida especialmente el rigor científico de la selección del canon poético, excluyendo poemas que la crítica ha dejado de atribuir a Donne e incluyendo alguno que se ha venido incorporando a su producción literaria en los últimos años. Las ""Canciones y sonetos"" constituyen indiscutiblemente la más grande colección de poesía lírica en inglés. En su conjunto se trata de poemas que tratan el tema del amor desde todas sus actitudes: amarga y cínica, cortejo, satisfacción, frustración, separación o muerte.",https://www.catedra.com/libro/letras-universales/canciones-y-sonetos-john-donne-9788437614663/,Letras Universales
Himnos a la noche; Enrique de Ofterdingen,F. Novalis,https://www.catedra.com/imagenes/libros/grande/9788437610542-himnos-a-la-noche-enrique-de-ofterdingen.jpg,296,09/02/2004,"Novalis se encuentra entre dos movimientos culturales contrapuestos y no siempre fáciles de deslindar; en él podemos encontrar al romántico y al ilustrado, al espiritualista y al cientificista, al progresista y al reaccionario. Los ""Himnos a la noche"" son seis poemas en los que encontramos las principales características de su obra: la trasposición al orden universal y humano de una experiencia concreta del autor. En su novela inacabada, ""Enrique de Ofterdingen"", desarrolla esa concepción filosófica y religiosa.",https://www.catedra.com/libro/letras-universales/himnos-a-la-noche-enrique-de-ofterdingen-f-novalis-9788437610542/,Letras Universales
A contrapelo,Joris-Karl Huysmans,https://www.catedra.com/imagenes/libros/grande/9788437604909-a-contrapelo.jpg,376,09/02/2004,"Huysmans (1848-1907) fue primero seguidor de Zola, para luego entrar en la corriente espiritual, decandente y refinada, en la que brilló también Villiers de L'Isle-Adam, su gran amigo. ""A contrapelo"" es la gran novela de la ruptura con un naturalismo ya exhausto. Es la novela de la nueva sensibilidad estética, inconformista, encarnada en su protagonista, el exquisito y rebelde duque Jean Floressas Des Esseintes.",https://www.catedra.com/libro/letras-universales/a-contrapelo-joris-karl-huysmans-9788437604909/,Letras Universales
De la naturaleza de las cosas,Lucrecio,https://www.catedra.com/imagenes/libros/grande/9788437604138-de-la-naturaleza-de-las-cosas.jpg,416,04/02/2004,"La vida de Lucrecio se desenvolvió en la primera mitad del siglo I a.C. Se discuten las fechas exactas de su nacimiento y muerte, así como las circunstancias de su vida. ""De la naturaleza de las cosas"" es el único ejemplo de épica científica que nos ha llegado de la Antigüedad. Nada escapa al afán unificador y explicativo del poeta: los accidentes de los cuerpos, los sentidos, las tempestades, el magnetismo, la muerte y el amor, y hasta los sueños. El genio del autor y la riqueza de la doctrina convirtieron una obra filosófica en uno de los más bellos poemas en lengua latina.",https://www.catedra.com/libro/letras-universales/de-la-naturaleza-de-las-cosas-lucrecio-9788437604138/,Letras Universales
Padres e hijos,Iván Turguénev,https://www.catedra.com/imagenes/libros/grande/9788437621159-padres-e-hijos.jpg,312,23/01/2004,"El espíritu pacífico y conciliador de Turguénev con su eterna tendencia a la concordia le causó más de un estrago en su vida. Pocas veces una personalidad tan asequible ha sido objeto de tantos ataques. Tildado de revolucionario por los conservadores y de conservador por los revolucionarios, sus frecuentes viajes a Europa le costaron más de una crítica por parte de los eslavófilos. Su carácter aristocrático y su acicalado aspecto de ""gentleman"" inglés despertaron resquemores en sus adversarios ideológicos. Su visión lírica de la vida aúna en su obra el latido de la naturaleza con la vibración del alma humana.
""Padres e hijos"" es una obra sumamente trascendente para la historia de la literatura rusa. Se atribuye a esta obra una innegable influencia en la abolición de la servidumbre imperante en Rusia hasta 1861. Hay en ella, además, una descripción de la confrontación de dos ideales, el aristocrático y el nihilista. Turguénev culmina en esta obra el perfil de sus héroes portadores de dos tipologías, de dos ideales contrapuestos en constante pugna: entrega y sacrificio de la propia persona contra el yo dubitativo sobre el sentido de la propia existencia.",https://www.catedra.com/libro/letras-universales/padres-e-hijos-ivan-turguenev-9788437621159/,Letras Universales
Robinson Crusoe,Daniel Defoe,https://www.catedra.com/imagenes/libros/grande/9788437618449-robinson-crusoe.jpg,416,26/12/2003,"Daniel Defoe nació probablemente en el otoño de 1660, en Londres. Hijo de un comerciante acomodado, él mismo fue también un hombre emprendedor, ejemplo emblemático del ""homo economicus"" de su tiempo, aunque su azarosa vida como comerciante le llevara a la bancarrota, la persecución de los acreedores e incluso a la cárcel. Sin embargo, e as mismas circunstancias le empujaron a comenzar su actividad literaria como cronista político y periodista, desembocando finalmente su talento creador en su actividad como novelista.
Aunque presentada como relato autobiográfico, la historia de un hombre que se ve obligado a vivir aislado durante muchos años en una isla desierta no tiene nada que ver con la historia personal de Daniel Defoe. Lo que si hay en Robinson Crusoe son muchas referencias a cuestiones políticas, religiosas, económicas, educativas y filosóficas que habían preocupado al autor hasta ese momento. Sus inquietudes sobre la moralidad, el catolicismo, la Inquisición, el imperio español, el comercio, las plantaciones americanas, etc., están presentes en la novela. Su natural sentimiento antiespañol, su oposición al poder español en el Pacífico, puede ser, de hecho, el motor más directo que impulsó la composición y publicación de la novela en 1719.",https://www.catedra.com/libro/letras-universales/robinson-crusoe-daniel-defoe-9788437618449/,Letras Universales
Los viajes de Gulliver,Jonathan Swift,https://www.catedra.com/imagenes/libros/grande/9788437610948-los-viajes-de-gulliver.jpg,584,19/11/2003,"La obra literaria de Jonathan Swift ha estado dominada y oscurecida durante más de doscientos años por la leyenda en torno a su personalidad compleja y enigmática. A pesar de la extraordinaria acogida que tuvieron ""Los viajes de Gulliver"", el autor fue acusado de obsceno, irreligioso y oportunista, consiguiendo así su propósito de irritar, contrariar y sacar de quicio al mundo. ""Los viajes de Gulliver"" es una obra que representa a la Inglaterra de su tiempo, su política, su ciencia y su ideología, pero también a la civilización europea y a la especie humana, demostrando que es una civilización inhumana y monstruosa, cómica y orgullosamente bestial. La utopía es, tristemente, la vida inimitable de otra especie.",https://www.catedra.com/libro/letras-universales/los-viajes-de-gulliver-jonathan-swift-9788437610948/,Letras Universales
Sátiras; Epístolas; Arte poética,Horacio,https://www.catedra.com/imagenes/libros/grande/9788437614588-satiras-epistolas-arte-poetica.jpg,600,19/11/2003,"La poesía de Horacio rezuma la tristeza vital de su época, la nostalgia de la virtuosa Roma y el anhelo de un futuro esperanzador. Esa mirada irónica y una expresión ambigua es lo que persiste en sus ""Sátiras"", y la expresión máxima del anhelo de una vida armoniosa en sus ""Epístolas""; ambas obras arrancan las grandes tradiciones de sátira y epístola de todas las literaturas europeas. El ""Arte poética"", que la preceptiva neoclásica consideró un tratado poético, cierra con brillantez irónica esta obra de Horacio.",https://www.catedra.com/libro/letras-universales/satiras-epistolas-arte-poetica-horacio-9788437614588/,Letras Universales
Farsalia o Guerra Civil,Lucano,https://www.catedra.com/imagenes/libros/grande/9788437621104-farsalia-o-guerra-civil.jpg,672,13/11/2003,"Marco Anneo Lucano nación en la ciudad hispana de Córdoba en el año 39 y murió en Roma en el año 65. De familia ilustre tanto por el valor de su alcurnia como por el de su talento, causa asombro, a pesar de su corta vida -Nerón le obligó a suicidarse a los veintiséis años a causa de su compromiso en la conjura de Pisón-, la abundancia de su obra, fruto de una capacidad poética que obtuvo reconocimiento oficial y público.
La «Farsalia» es una obra compleja de gran vitalidad, capaz de generar significados múltiples y de provocar desencuentros e interpretaciones dispares. Lucano lleva a cabo con la «Farsalia» una transformación radical de la epopeya al convertir en su objeto la denuncia exasperada de ala guerra fratricida, de la subversión de los valores morales, de la instauración del reino de la injusticia. Es un poema de los vencidos, un poema de la derrota y de la exaltación de las víctimas.",https://www.catedra.com/libro/letras-universales/farsalia-o-guerra-civil-lucano-9788437621104/,Letras Universales
Carmen,Prosper Mérimée,https://www.catedra.com/imagenes/libros/grande/9788437608112-carmen.jpg,272,13/11/2003,"La literatura española de los Siglos de Oro inspiró a Mérimée su actividad juvenil de escritor. Sus viajes a España fueron constantes, Andalucía le sedujo desde el primer momento y fue un gran aficionado a los toros. ""Carmen"" es el compendio de toda esta fascinación por España. La protagonista participa del mito de la mujer fatal, de grandes repercusiones culturales: literarias, musicales, pictóricas, etc.",https://www.catedra.com/libro/letras-universales/carmen-prosper-merimee-9788437608112/,Letras Universales
El judío de Malta; Eduardo II,Christopher Marlowe,https://www.catedra.com/imagenes/libros/grande/9788437621111-el-judio-de-malta-eduardo-ii.jpg,464,07/11/2003,"Los datos biográficos «ciertos» de la vida de Christopher Marlowe encuentran cabida en un solo folio; las suposiciones, especulaciones y acosos de todo tipo han llegado a ocupar varios volúmenes. Se sabe que nació en Canterbury, el 6 de febrero de 1564, pero se desconocen todos los datos de su infancia y primera juventud. Fue estudiante en Cambridge y dramaturgo en la compañía de actores del conde de Nottingham. Su retrato frecuente es el de un joven blasfemo, ateo y pendenciero, con inclinaciones homosexuales, enrolado en el servicio secreto británico, cuya muerte en 1593 se produjo en extrañas y misteriosas circunstancias.
«El judío de Malta» parece ser cronológicamente la segunda de sus obras dramáticas. Drama, farsa, comedia, tragedia, de todo hay en la historia del judío Barrabás, en sus ansias ciegas de venganza, en sus sucesivas traiciones y en su trampa mortal última en la que él mismo acaba pereciendo. «Eduardo II» supone un giro en la trayectoria de Marlowe como dramaturgo. La obra refleja conflictos políticos, sociales y religiosos que superan con mucho la temática anterior del autor. «Eduardo II» nos presenta una crónica sombría de un personaje débil y pasivo que se mueve en un territorio prohibido en el que la naturaleza humana se manifiesta en su forma más aparente.",https://www.catedra.com/libro/letras-universales/el-judio-de-malta-eduardo-ii-christopher-marlowe-9788437621111/,Letras Universales
El monje,Matthew G. Lewis,https://www.catedra.com/imagenes/libros/grande/9788437613543-el-monje.jpg,552,03/11/2003,"El 23 de septiembre de 1794, el joven Matthew Lewis, con tan sólo 19 años, anunciaba en una carta a su madre que había escrito en sólo diez semanas una novela. En ""El monje"", situada en un decadente, hipócrita y mítico Madrid gótico, Lewis mezcla dos tramas bastante espeluznantes: la del libidinoso y blasfemo monje Ambrosio y la historia de Ramón y su fatídico amor por la desdichada Inés. Ambas historias están entrelazadas para crear una tensión entre su envoltura sentimental y su trasfondo neta y sombríamente gótico.",https://www.catedra.com/libro/letras-universales/el-monje-matthew-g-lewis-9788437613543/,Letras Universales
El cortesano,Baldassare Castiglione,https://www.catedra.com/imagenes/libros/grande/9788437612799-el-cortesano.jpg,568,14/10/2003,"Baldassare Castiglione perteneció a una generación a la que le tocó sufrir directamente las consecuencias de una gravísima crisis cultural. El humanismo iba perdiendo su impulso inicial sin que aparecieran ideales de recambio. Sin embargo, tuvo la fortuna de contar con buenos maestros y brilló en su vida como cortesano, diplomático y hombre de negocios. ""El cortesano"" fue la obra de su vida y la única que refleja plenamente la personalidad del autor.
Parte de la fascinación de ""El cortesano"" proviene del modo en que pasado y presente, realidad y deseo se superponen hasta confundirse. Castiglione vuelve los ojos a aquella época feliz con la nostalgia y la confianza de poderla proponer como modelo aún válido para delinear los rasgos de una figura humana proyectada en los escenarios políticos europeos. La traducción de Boscán ofreció una importante contribución a una búsqueda lingüistica y estilística todavía entonces en curso: una ""pequeña obra maestra"" del arte de traducir.",https://www.catedra.com/libro/letras-universales/el-cortesano-baldassare-castiglione-9788437612799/,Letras Universales
La isla del tesoro,Robert Louis Stevenson,https://www.catedra.com/imagenes/libros/grande/9788437620084-la-isla-del-tesoro.jpg,384,09/10/2003,"Robert Louis Stevenson es un escritor vinculado como pocos a la ficción de aventuras, género tan controvertido en el que, por encima de cualquier otro título, destaca sin duda La isla del tesoro. Stevenson acometió de una manera casual la gestación del libro. Todo comenzó como un simple pasatiempo para entretener a su hijastro, que entonces tenía doce años, durante un lluvioso verano en las Tierras Altas de su Escocia natal. El mapa pintado en el suelo poco a poco fue tomando la forma de una trama de piratas y tesoros enterrados, y surgieron unos personajes dispuestos a disputarse dicho botín. ""La isla del tesoro"" es por encima de todo un relato iniciático e itinerante, en el que el protagonista y a la vez narrador debe enfrentarse a cada paso a una elección expeditiva y vital, que marcará el resto de su existencia. Pero también es una forma de encontrarse consigo mismo, un viaje introspectivo y hacia su propia madurez. Algo especial debe de tener este libro que más de un siglo después de escrito sigue encandilando a sus lectores de todo el mundo.",https://www.catedra.com/libro/letras-universales/la-isla-del-tesoro-robert-louis-stevenson-9788437620084/,Letras Universales
Antología poética,Gottfried Benn,https://www.catedra.com/imagenes/libros/grande/9788437620824-antologia-poetica.jpg,312,16/07/2003,"La figura de Gottfried Benn (1886-1956) se inserta en esa gran tradición alemana de familias protestantes letradas y cultas que en su caso particular se matiza además con una mezcolanza de lo alemán y lo galo, lo germánico y lo romántico, encarnarda en la figura del padre y de la madre. En el mismo año, 1912, en que Benn se doctora en medicina aparece su primer poemario, «Morgue y otros poemas», cuyas imágenes inspiradas en la morgue y en los procesos de disección presentan a un joven poeta que se atreve a romper espiritual y artísticamente con la tradición humanística de la Ilustración, despojando la literatura alemana de cualquier preciosismo o intelectualismo de corte clásico.
La selección de poemas incluidos en esta antología sigue un orden cronológico y pretende ofrecer una panorámica de la creación y evolución poética de Benn, respecto a la variedad de temas, formas y tonos presentados. El lector podrá descubrir a un poeta tan mordaz como pausado, tan resuelto como melancólico, tan artístico como reflexivo y atento a los acontecimientos de su época.",https://www.catedra.com/libro/letras-universales/antologia-poetica-gottfried-benn-9788437620824/,Letras Universales
Pantagruel,François Rabelais,https://www.catedra.com/imagenes/libros/grande/9788437620732-pantagruel.jpg,336,16/07/2003,"Muchos autores han considerado ""enigmático"" a Rabelais y han destacado el carácter desconcertante de su obra o su extraordinaria dificultad. Rabelais es difícil y enigmático porque representa un mundo muy diferente del nuestro. Su obra está plagada de alusiones, a veces serias, casi siempre jocosas, a una cultura muy alejada de nosotros. Carecemos de la profunda familiaridad con los textos bíblicos, con la escolástica tardía o con las interpretaciones de las Sagradas Escrituras que tenía un monje de la primera mitad del siglo XVI. Rabelais es un humanista y está convencido de que en el estudio y el saber de la cultura de la Antigüedad se encuentra la clave del conocimiento de la naturaleza y la dignidad del hombre.
""Pantagruel"" es la primera incursión de Rabelais en el mundo de los relatos de gigantes, aunque, siguiendo el orden de los relatos, suela leerse la historia de Gargantúa antes que la de Pantagruel. Digno hijo de Gargantúa, Pantagruel es un gigante bonachón y benéfico, al que Rabelais intenta crear su propia leyenda heroica, dotándole de una ilustre genealogía. La musa de la poesía épica y la musa de la comedia y poesía festiva presiden la obra y Rabelais crea con ellas la prosa francesa moderna.",https://www.catedra.com/libro/letras-universales/pantagruel-francois-rabelais-9788437620732/,Letras Universales
Berlín Alexanderplatz,Alfred Döblin,https://www.catedra.com/imagenes/libros/grande/9788437619972-berlin-alexanderplatz.jpg,520,10/06/2021,"Alfred Döblin ha sido siempre una figura controvertida y es todavía hoy un autor semimaldito que no acaba de encontrar su puesto en la literatura. Natural de Stettin del Oder (hoy Polonia) escribe el libro más importante que jamás se ha escrito sobre Berlín. Judío, se convierte al cristianismo. Socialista convencido, es siempre un solitario, y, desilusionado, abandona el partido como protesta. Se llama a sí mismo ""autor de la burguesía"" y se confiesa a la vez marxista, aunque heterodoxo. Escritor incómodo, es, en definitiva, uno de los escritores más insólitos de la literatura universal.
""Berlín Alexanderplatz"" aparece en 1929. Su éxito es extraordinario y, en pocos años, alcanza cuarenta y cinco ediciones y se traduce a varios idiomas. La novela se consideró una exaltación de Berlín, ciudad que el autor, por su profesión de médico, conocía muy bien. Los ojos de Döblin (y sus cuadernos) registran todos los detalles de la geografía berlinesa, pero como narrador omnisciente, Döblin interviene en la acción y comenta lo que ocurre. Fondo y forma se funden en un libro desconcertante y abierto a la interpretación.",https://www.catedra.com/libro/letras-universales/berlin-alexanderplatz-alfred-doblin-9788437619972/,Letras Universales
La Taberna,Émile Zola,https://www.catedra.com/imagenes/libros/grande/9788437605975-la-taberna.jpg,512,09/06/2003,"""La Taberna"" (1877) cumple con el primordial objetivo de Zola, ""dar al lector un fragmento de la vida humana"", fragmento en el que el alcoholismo, la haraganería, la promiscuidad, la vergüenza y la muerte sirven para presentar a su protagonista como la heroína de una ""moral en acción"".",https://www.catedra.com/libro/letras-universales/la-taberna-emile-zola-9788437605975/,Letras Universales
